2.7974312 0.61454225
2.6715872 0.43351072
2.6644163 0.44700468
2.171642 0.5551207
2.1614757 0.54919815
2.1510859 0.5423355
2.1356413 0.5554655
2.1367538 0.57403105
2.1961179 0.9963446
2.2303274 1.238088
2.243736 1.2519631
2.2733479 1.2686967
2.724042 1.7406251
2.9739485 1.804101
2.9935236 1.8120708
3.3775597 1.9904215
3.5905027 1.9309064
3.8179061 1.8045464
3.9517992 2.0270119
4.184123 1.9553224
4.410049 1.8404775
4.4142346 1.8564521
4.7222986 2.0050395
4.939307 2.0429587
5.212824 1.9392469
5.387808 2.077326
5.56753 2.204397
5.812754 2.9217472
5.8274174 2.91557
6.1330066 3.0280025
6.120757 3.0246565
6.248622 2.884769
6.259895 2.900995
6.358251 3.3026893
6.3492746 3.316052
6.342911 3.77092
6.338435 3.7906404
6.341552 3.817465
6.3434987 4.26032
6.2663345 4.536548
6.275295 4.5490227
6.2886696 4.572492
6.4205155 5.0288615
6.430696 5.0436516
6.4395113 5.076033
6.4314375 5.1181655
6.432175 5.754575
6.4308434 5.762936
6.441936 5.783135
6.145917 5.86043
6.5706453 6.126974
6.57768 6.127457
6.5890155 6.12912
6.607138 6.124984
6.8443537 6.5597973
6.745248 6.4207673
6.528056 6.2633266
6.52785 6.258056
6.201538 6.5707054
6.234078 5.9005346
6.232537 5.810804
6.435258 6.1228614
6.4344044 6.1171255
6.480756 6.32647
6.413328 6.0368237
6.4126763 6.04002
6.410965 6.038201
6.4091 6.0373936
6.4062643 6.0311227
6.4069014 6.0365224
6.466832 5.8393164
6.4423623 6.080345
6.4413466 6.0811663
6.4425125 6.0788054
6.4421616 6.0800333
6.440821 6.081923
