Time	"FINISHED" "BLOCKED" "INITIALIZE" "(step 11 12)" "(step 11 21)" "(step 12 11)" "(step 12 13)" "(step 12 22)" "(step 13 12)" "(step 13 14)" "(step 13 23)" "(step 14 13)" "(step 14 15)" "(step 14 24)" "(step 15 14)" "(step 15 25)" "(step 21 11)" "(step 21 22)" "(step 21 31)" "(step 22 12)" "(step 22 21)" "(step 22 23)" "(step 22 32)" "(step 23 13)" "(step 23 22)" "(step 23 24)" "(step 23 33)" "(step 24 14)" "(step 24 23)" "(step 24 25)" "(step 24 34)" "(step 25 15)" "(step 25 24)" "(step 25 35)" "(step 31 21)" "(step 31 32)" "(step 31 41)" "(step 32 22)" "(step 32 31)" "(step 32 33)" "(step 32 42)" "(step 33 23)" "(step 33 32)" "(step 33 34)" "(step 33 43)" "(step 34 24)" "(step 34 33)" "(step 34 35)" "(step 34 44)" "(step 35 25)" "(step 35 34)" "(step 35 45)" "(step 41 31)" "(step 41 42)" "(step 41 51)" "(step 42 32)" "(step 42 41)" "(step 42 43)" "(step 42 52)" "(step 43 33)" "(step 43 42)" "(step 43 44)" "(step 43 53)" "(step 44 34)" "(step 44 43)" "(step 44 45)" "(step 44 54)" "(step 45 35)" "(step 45 44)" "(step 45 55)" "(step 51 41)" "(step 51 52)" "(step 52 42)" "(step 52 51)" "(step 52 53)" "(step 53 43)" "(step 53 52)" "(step 53 54)" "(step 54 44)" "(step 54 53)" "(step 54 55)" "(step 55 45)" "(step 55 54)"
20	0 0 2.5291013356309128e-06 1.5836464886025667e-12 0 3.1914480668818097e-11 1.0066748112940103e-13 0 6.9823946899639792e-14 5.6350438810436639e-20 2.9375628551158764e-14 0 0 0 0 0 2.4845673839369315e-10 0.00027249455123681766 0.009352627234966597 3.2741292177083906e-08 0 5.4656187244740907e-06 0.58460560511432358 4.8898433990806456e-10 0 3.2250264409655773e-09 1.1942838089145662e-05 3.2728192109032103e-19 0 2.1953413644449704e-14 9.0530639653231251e-12 0 0 0 0 0.2119538534859195 0.002465676719890317 0.00016242623360283992 0.0038253789631043558 0.015545639421858428 0.16834361410265114 5.2319902573031859e-06 0 9.5442994466371832e-06 0.0003618042510537787 4.6076334083598493e-10 0 9.1584009781677875e-11 2.4615370505955818e-10 0 0 0 0 0.000622142678671763 1.6564474729843231e-05 0 0.00052525556574659212 0.0010754097937896324 0.00081146614958224411 7.513702944566689e-06 1.3908428632105725e-05 1.4901918373584166e-08 1.2305416757750457e-06 0 0 0 2.2793639674435073e-10 0 0 0 0 2.9834411981315452e-08 0 0 2.5922284172425538e-06 0 0 0 0 0 0 0 0
21	0 0 1.2665175308467888e-07 3.7682210859030999e-15 0 2.5880008226219096e-14 1.2082115060105304e-12 0 1.0727330870439076e-16 1.9592474428560453e-16 0 0 0 0 0 0 1.3546587957690601e-11 2.5835300934078579e-05 0.0044300101356457228 2.9434057594129429e-09 0 6.4509124487590288e-07 0.53133116720220919 4.5228859891707142e-12 0 3.32314858681617e-10 2.9880427765246079e-06 3.756259364013614e-16 0 1.2188346078926262e-19 1.0058018379350718e-13 0 0 4.9839018601119186e-23 0 0.18717229593190118 0.0019285147770276507 0.00019288372984131873 0.0037439542208564983 0.014732955366948733 0.24786026082655904 3.5267674888680678e-06 0 5.1239565823386097e-06 0.00054851105375843304 1.0708954076116113e-10 0 7.0275541729629384e-12 1.3824602719991785e-09 0 0 0 0.0001539557231165354 0.0010231615105681354 2.9779469712623916e-05 0 0.00089113063696011374 0.0035184904685470384 0.002365814185180109 4.0418600339478777e-06 1.8801335580786604e-05 8.311888492036687e-08 3.2873850458817112e-06 0 0 0 5.8771909457851057e-13 0 0 0 0 2.6982551403847918e-06 0 9.7745093363697148e-06 1.776898771929625e-07 0 0 4.1939335437795102e-12 0 0 0 0 0
22	0 0 2.700005484956009e-09 1.3239135049407451e-18 0 6.1371861358346093e-18 1.0632044887762413e-13 0 5.6555173986672721e-20 2.5920186349686924e-17 0 0 7.8980405050891609e-24 0 0 0 2.0824681998339132e-13 1.289158770316867e-06 0.0013846423456855691 4.4673989223072744e-11 0 3.185277206319112e-08 0.39103867252403601 6.6303042441508122e-15 0 1.8282880550528886e-11 7.9964770611470561e-07 6.8717852462916921e-17 0 2.5667582227385757e-18 2.544570497318269e-13 0 0 4.0238412890080073e-27 0 0.13798623578503141 0.0016397136651460015 6.245172930686272e-05 0.0025016413269876923 0.012435226380349699 0.43537094151054728 4.5713194199021087e-06 4.0711424872438039e-10 7.0541658605245323e-06 0.00055828578636859475 8.9911943127491196e-14 0 1.0056562120962523e-12 1.7317966553502632e-08 0 0 9.0735929704587442e-16 5.3738375695213593e-05 0.0016926173748582072 1.9145133684810286e-05 0 0.0010908899071202327 0.0076138485119408954 0.0064100519072714255 1.081423165064336e-06 3.8607883746145015e-05 4.6411830051180999e-06 1.1562105409258195e-05 0 0 2.3128654455837522e-13 4.4233493226228644e-15 0 0 0 0 7.9087715875382021e-06 0 2.0744090490524734e-06 6.2255325474791005e-05 0 0 3.1577936807118083e-14 0 0 1.2006125434112819e-20 0 0
23	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00030490877549899884 0 0 0 0.20320889061157241 0 0 0 0 0 0 0 0 0 0 0 0 0.072294361140349456 0.00099043404742222576 3.4642536564492176e-05 0.0011727260596115334 0.0070173003754046377 0.67732505194309001 1.0003178881986822e-06 0 1.9515755061750605e-06 0.00039397505170138723 0 0 0 0 0 0 0 2.3454521192230683e-05 0.0019491368401241941 5.2366656279708759e-05 5.7697016073703187e-05 0.00224498384082371 0.013957973260277727 0.018485598962001495 1.9992308761836734e-05 0.00016242807001034948 1.0988112194313707e-05 0.00015622814186055462 0 0 0 0 0 0 0 0 0 0 0 0.00013390983588047539 0 0 0 0 0 0 0 0
24	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.0105638979604637e-05 0 0 9.7613143029132323e-09 0.060716740115036055 0 0 0 0 0 0 0 0 0 0 0 0 0.02124525890095896 0.0006986483778755831 6.8683122640582568e-06 0.00033083179514300799 0.0019584605194707754 0.8499638499870984 1.3858113495647736e-07 0 1.7645630178893586e-06 0.00025937303838396004 0 0 0 0 0 0 0 0 0.0024395971138000648 0.00010835114315566554 1.9081313675371084e-05 0.0039198198445183578 0.017027146116021512 0.04022992361176015 1.3137352525388328e-05 0.00022178155580000592 1.4771625585360913e-05 0.00021936789785009884 0 0 0 0 0 0 0 0 2.0791289699637693e-05 0 0.00014424166524504444 0.00039971569602152772 0 0 2.2418354049140957e-07 0 0 0 0 0
25	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0804832673967227e-06 0 0 1.5370805102676746e-09 0.011943147303091766 0 0 0 0 0 0 0 0 0 0 0 0 0.0042137986556908362 0.00027048441724423741 9.2484170548246457e-07 6.2381093343961695e-05 0.00043990574248250482 0.88914145839623904 4.4889458310768288e-09 0 3.4215035778355339e-07 0.00012370702909020919 0 0 2.4501736378725834e-12 0 0 0 0 0 0.0021558265063933214 0.00020201518082337721 4.1613753669307997e-06 0.0037517972299282581 0.022852227753986987 0.063053517593983338 9.5215739152900198e-06 0.00026453711429819582 2.3257243717743552e-05 0.00023303013560832284 0 0 1.502158852884722e-10 3.0942795588681749e-08 0 0 0 1.0713895852104688e-05 1.7770373431864405e-05 0 0.00021873287383171192 0.00099081536219585353 0 1.1447059407173559e-05 1.3614932181338344e-06 0 0 0 0 0
26	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2576092759519733e-07 1.0620290557109659e-12 0 2.1816777934895579e-12 0.0016843331525057121 0 0 0 0 0 0 0 0 0 0 0 0 0.00060022676386217613 8.5708394562893751e-05 1.1144033116145153e-07 6.0276617630987304e-06 8.0624372506142908e-05 0.86312408648845418 4.530553211309617e-09 0 8.3998146300604935e-08 5.9392046582611883e-05 0 0 3.0296929931711976e-13 2.2876811331707117e-10 0 0 0 0 0.0020607155444177724 0.00012898194133684356 6.5487292088092749e-07 0.0027421534193892514 0.027137218693417214 0.098059683175161103 4.4512681529466378e-06 0.00028241111033408946 2.4792276818622497e-05 0.0006438174468628567 0 0 1.2066590224649968e-10 3.9437296303490316e-08 0 0 0 6.464797911036442e-06 6.4966708665317374e-05 0 0.00027075369379276704 0.0029146821998507198 0 1.1677421183138608e-05 5.811009592505887e-06 0 0 1.9750478558664128e-11 0 0
27	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4900238241053003e-09 3.2376123347906711e-18 0 2.3737871848363482e-11 0.0001515421604692164 1.0605458807676273e-19 0 6.489702905869195e-14 1.1579183098047112e-14 0 0 0 0 0 0 0 0 5.3724343789182109e-05 9.5460586775107057e-06 5.9167694699245305e-09 1.6642782458011056e-07 2.1140793638652282e-05 0.74818355573232309 2.7912676648446221e-10 0 8.0983752732685914e-08 6.1308671873552484e-05 0 0 1.1871253050551448e-12 5.0294651502998034e-11 0 0 2.6562417410354931e-18 0 0.0019468405801389404 3.5023567945278446e-05 6.5319896753973817e-08 0.0011430050741219929 0.070634879546715976 0.15977230316776 1.5576731508095594e-05 9.9487890745753525e-06 0.00010887376686141088 0.0024357419770835169 0 0 4.8448579277489194e-10 2.1074777365457229e-07 0 0 0 5.7971877789228963e-06 0.00012015317325223556 0 0.00022414209370697237 0.01499205223392948 0 1.5002604937130334e-05 5.9302351147855431e-05 0 0 7.6683462246113437e-09 0 0
28	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4590430929172636e-11 1.4617275292035896e-18 0 1.5939109452042225e-12 1.2964519958676878e-05 3.416004174239506e-25 0 9.8199742958562723e-15 1.2714459904618517e-15 0 0 0 1.1800369457584151e-15 0 0 0 0 4.6091494147389756e-06 8.8380343906783791e-07 1.8273472728886501e-10 1.0272259520494449e-08 2.9889477314578115e-06 0.61195855925940901 1.556164563236629e-10 0 1.2575111110871852e-08 6.1599611167723707e-05 1.474707210851273e-12 0 1.0827811100462727e-13 1.2330670330619519e-09 0 0 3.4727727190395583e-20 4.9731233364129136e-08 0.0015233299159540677 3.1518076619966724e-05 6.100950568789063e-09 0.00048738955156189573 0.10391882570919214 0.23193833409496381 4.3292611338296309e-05 9.0700983292680046e-06 0.0005455618009198134 0.0089813990515029245 0 0 3.4822777579058601e-08 1.2185137084654488e-05 0 0 0 3.8888857708081092e-07 0.00014348738953068481 0 0.00037803051605404608 0.039605485300812468 0.00011139341529756363 1.7477301309949327e-05 0.00021104656851457632 3.3030836019209596e-08 0 3.1158958998353895e-08 0 0
29	0 0 0 0 0 0 0 0 0 5.3197458689801833e-32 0 0 0 0 0 0 0 0 5.9957552981527133e-14 8.5349202366143693e-25 0 2.5389910078255231e-15 5.4861390218244873e-07 0 0 6.2660707985928508e-15 8.4143880803399601e-17 0 0 1.5753426663453847e-20 7.607143864221321e-17 0 0 0 0 1.9929568061643971e-07 5.7447583628773827e-08 8.1438813868934268e-12 3.3739530784773182e-10 2.2687293247686998e-07 0.39071261785194811 1.1816018734113678e-11 0 2.0366390493480694e-08 5.3950207860444125e-05 1.7330233169538525e-16 0 4.2187888691904452e-15 5.009921190691148e-10 2.611156039516971e-21 0 1.77324840163558e-22 3.2372781713090833e-09 0.00073557188220849481 6.0807037076333673e-06 1.1092350597319129e-05 0.00022154989501880918 0.11598442056841471 0.34145663749783867 8.113632615952703e-05 2.3433152691578014e-07 0.0011961337744413351 0.024813977839704442 1.6918902928637912e-11 3.2861285729236004e-13 2.4933384296336412e-07 4.8202727645014021e-06 0 0 3.6230762122077368e-10 1.5939705954264759e-06 0.00022046575707612858 0 0.00037756094696875817 0.12106105286507401 0.00035566963627423808 0.0011041813354367473 0.0015999375754368261 6.1775864576839964e-09 0 1.8277200780587263e-09 0 0
30	0 0 0 0 0 0 0 0 0 7.2617053792204017e-39 0 0 0 0 0 0 0 0 2.4691594086568335e-16 5.5851115072603444e-27 0 1.3326309964528577e-18 1.9759422186064545e-08 0 0 6.39738065130151e-19 4.4938844293540218e-18 0 0 4.3347146799830768e-26 8.0483821147475025e-19 0 0 0 0 7.2822742634210667e-09 3.3138129680604666e-09 7.6963289234558149e-13 1.4303775312525077e-11 1.2660185433776094e-08 0.20663877467545969 1.1169424608012001e-08 0 2.0022010369691666e-07 4.1925967662605388e-05 1.7548109934600601e-20 0 1.5469603087245241e-14 4.050794861964772e-11 7.1848599406493485e-27 0 3.2808291637581138e-18 8.4224354680404501e-09 0.00043349752729739718 3.2034641532156468e-06 4.4416047714853311e-07 0.00020373183135092597 0.099705145906525586 0.40408571460433645 7.1867886079971815e-05 1.3887332144568886e-07 0.00075021130799799677 0.04681239514884538 1.7900252468268133e-13 2.6523975428526454e-13 4.8970080445043921e-07 2.4632647538553445e-05 0 0 3.1783527212382993e-12 7.0061923402624613e-06 0.00026948212990199902 0 0.00037886062623401448 0.23557852807490898 0.00098638877728886494 0.00075824009855730628 0.0032433450474995424 9.3952087964076888e-07 0 4.7729422385149467e-06 1.4051680315633587e-12 0
31	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08976466189102332 0 0 0 0 0 0 0 0 0 0 0 0 0.00014454856987281827 0 0 6.0274659749887276e-05 0.054416934157137595 0.45124215742348828 2.4656748301153015e-05 0 0.00038723005580960966 0.062554164454107025 0 0 0 0 0 0 0 0 0.00023894210083319159 0 0.00061275767804511215 0.33120075889463185 0.0017903876641929565 0.0017920657562489365 0.0057609014610162119 8.6051123513246648e-06 0 9.5337311723159421e-07 0 0
32	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.034402628884541882 0 0 4.0801517741119079e-08 0 0 0 0 0 0 0 0 0 6.1033640835969315e-05 0 0 2.301501591620036e-05 0.026482096621333939 0.44393550135294879 1.0747954434592329e-05 0 0.00018400827661295031 0.073100014649265188 0 0 1.5519548015018666e-08 0 0 0 0 1.5433591284134496e-06 0.00025413964341356344 0 0.00072844183339183951 0.40869879152939742 0.0027808519477914026 0.0021922100150073959 0.0071403223476999463 2.3628076730811109e-06 0 2.2337995188575343e-06 0 0
33	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0074446159185914225 1.3704376286395606e-11 0 1.8448567521367843e-10 0 6.3310008244240947e-13 0 0 0 0 0 0 0 1.4761300565613786e-05 1.2121251165765365e-07 0 2.0603708747765943e-06 0.012572727139538836 0.28273956301044084 2.1397133568853855e-06 0 0.00024969265762306492 0.097837127115975558 2.9037646979760761e-08 0 4.7888125248947644e-08 6.8911297557794088e-06 0 0 0 6.8083211578270634e-07 0.00017768619079845289 0 0.00024908784204183095 0.57541019581437414 0.0040301802653226956 0.0013814241133027342 0.017862685588426873 9.5443773373824116e-06 0 8.736658943568661e-06 1.623387910794912e-09 0
34	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0014502518457907873 2.0915249595410163e-15 0 2.2507926488444695e-10 0 2.8030117149767002e-17 0 0 0 0 0 0 0 3.189703473146925e-06 5.1139697804140719e-09 0 3.9404339152847055e-07 0.0052565007491282732 0.15764668332191978 3.2318160463983169e-06 0 0.00013543666522733639 0.11310218498461642 7.7775600658432465e-09 0 8.0367113326033815e-08 5.790998710411563e-06 0 0 3.5995777274726995e-10 4.9643977864892073e-07 0.00010960932897116911 0 0.00014198224136975762 0.68763340739458356 0.0045672127264566416 0.0022502841576256464 0.027637950747515686 3.0250653673610164e-05 0 2.5043406722696321e-05 4.9312948586560019e-09 0
35	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00014296602702803496 3.0951492523239267e-19 0 2.5981619541925644e-12 0 4.7691510093871542e-17 0 0 0 0 0 0 0 3.4728589561466504e-07 5.7860112160809463e-11 0 3.5056669878512177e-08 0.0020297386875260852 0.044254533867493916 2.5442562907138832e-06 0 0.00020914251338075774 0.12548675140733972 1.120744392371342e-08 0 1.8954265100666882e-07 6.2459540926367578e-06 0 5.2994420676284115e-10 8.1117940296548709e-11 9.4416326585985276e-08 3.3766291106290225e-05 0 2.2766753631565297e-05 0.76298575438459493 0.0051451673031553281 0.00069996829749734547 0.058795205083093854 7.6600522800541917e-05 0 0.00010809823748340217 7.2232972807790956e-08 0
36	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4342018122214598e-26 0 0 0 0 0 0 0 0 0 0 1.3007869628042653e-05 4.3585579056305903e-23 0 2.9231001454775758e-14 0 1.1212438033029268e-14 1.0952040995003271e-10 0 0 0 0 0 3.3465859811998438e-16 2.3043170288827351e-08 4.1259488996089152e-11 0 4.5684454130275798e-09 0.00074515102585120409 0.011185294651670999 1.1164878761596537e-06 0 0.00016488213509027166 0.12641598239410071 1.8793251335361206e-09 0 1.5472871482393624e-07 5.7934918423570976e-06 1.6540133867230471e-14 1.1901517871030724e-10 6.2638929840207248e-10 6.5455873582981406e-10 9.449481522719139e-06 0 6.7780415091596054e-06 0.77028735473274534 0.0054735234653914642 0.0002843101023481069 0.084962381139759541 0.00014581460575646536 0 0.00029884283735290003 1.3176714267923157e-07 0
37	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.4171084020403818e-32 0 0 0 0 0 0 0 0 0 0 1.0968535294093083e-06 5.9297892503319858e-27 0 5.2222752797180982e-10 0 8.9291582231258569e-19 2.1207944899602759e-12 5.7705045702617207e-14 0 0 0 0 1.2866289740098883e-13 1.0764018934340749e-09 5.0017971062545387e-13 0 2.3076844038803541e-10 0.00025933811576279899 0.0026834628313913678 6.7062537462287067e-06 0 0.00013495732010225712 0.1247746138061831 2.0602086139621561e-11 1.4018166742943103e-06 3.7324977471231835e-07 5.2259785627136977e-06 1.5458003820815731e-17 2.8389768182079995e-11 2.3321781412724657e-09 2.6798225534540667e-09 2.4931184799161946e-06 0 1.1516481388617957e-06 0.77268333762180208 0.0050044790673151986 0.0010258271114744724 0.092832115080763361 0.00020632365125239311 0 0.00037649741807851966 5.9216371701714237e-07 0
38	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9505685850541794e-36 0 0 0 0 0 0 0 0 0 0 4.6377070161971435e-08 7.3646056683365109e-31 0 1.0072598830035466e-11 0 1.2066909579939976e-22 3.7592354775326374e-14 1.7058787131751071e-16 0 0 0 0 9.1712320157226981e-16 4.9654250708749476e-11 1.8123320336649959e-13 0 5.5630093425112085e-12 8.388010130328781e-05 0.00031757018557943261 6.6615827773923999e-07 0 0.00015747833074729054 0.11765025157090195 1.0891342299821955e-10 5.4697735472348454e-07 3.2885272786745759e-07 1.2358223108857668e-05 1.2134079922669994e-11 1.1013378675457212e-11 3.9248759705577548e-10 1.4825799363172948e-10 3.2567260898391693e-07 0 1.4763551252181609e-07 0.70594088050366144 0.0048478887239832465 0.00054061728958662038 0.16859150913010287 0.00050707792315843434 1.3500389384431497e-07 0.0013455267172549255 2.7638848133315035e-06 0
39	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.2497247559511369e-33 0 0 0 0 0 0 0 0 0 0 1.3167898358759544e-09 5.0832036535676227e-14 0 1.5216498201530351e-09 0 2.952808109820869e-26 7.356774646213247e-16 0 0 9.7560430640803875e-19 0 2.1773400304472208e-17 7.5759084459340058e-16 1.5419084729226936e-12 1.0593662641857003e-15 0 5.9086902502095571e-14 2.7120774023923285e-05 2.301684643501941e-05 6.1764235040059882e-08 0 0.00028088420088139194 0.097604607637163221 3.1018920012630194e-06 1.675380234726614e-08 2.7241006001206858e-05 2.152374308121425e-05 9.4762546053958478e-14 8.8464342303710718e-08 1.1628414536699474e-08 5.3357387651503486e-12 2.5705316448973042e-08 0 4.8522174448203067e-09 0.57565380024954338 0.0037448133946300869 0.00019616583579398371 0.3172796946869923 0.00068288408480492093 1.2117987818983426e-07 0.0044457143593590815 9.098095512641392e-06 0
40	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1527041186715494e-37 0 0 0 0 0 0 0 0 0 0 3.3378048954337902e-11 6.958617746099298e-18 0 4.4216031335109381e-11 0 6.5891710455523887e-30 1.3064564628565011e-17 2.6252207872374242e-17 1.0509717243012193e-19 4.9987586224288852e-23 1.0663768935463351e-17 2.6444877914308564e-18 7.3913264262813466e-19 4.3235814707690857e-14 1.7236811170411292e-17 0 2.6448220980570583e-15 8.2344578264554604e-06 1.4944337569797481e-06 1.9502255804502811e-09 0 0.00030872221736970832 0.072612128198379797 8.979336495639959e-08 5.4365790827438783e-09 1.8405855905776803e-05 2.9660603394015434e-05 1.2260350634126386e-08 5.9492657867297465e-08 4.0568539255754366e-06 2.2029343757837259e-13 1.8552210814333989e-09 0 1.1918153336809866e-09 0.43366071482576213 0.0032544580397586569 0.00015885063824454243 0.48004638672407518 0.002750955919296855 2.6498620321412637e-07 0.0071177357591590941 2.7758428798136813e-05 3.6077424475737503e-15
41	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.5544160749419662e-42 0 2.5669157038115964e-30 0 0 0 0 0 0 0 0 7.4327412565105676e-13 8.3888284377066821e-22 0 1.0677336223992421e-11 0 1.3381007739536461e-33 2.9444981727536196e-13 1.3730360892681982e-14 5.2521819868592104e-20 1.3456585746521549e-21 2.8623497940506455e-19 3.135832263989644e-19 1.2514572074557636e-23 1.072545635860114e-15 1.3209110532803382e-20 0 8.920280036190244e-17 2.2032349148055865e-06 8.9095378453847545e-08 2.0423563519577705e-06 0 0.00023478713705338448 0.050447291577281658 4.1857172676125921e-09 2.4368478609009605e-07 4.2769738668625869e-05 4.2132490742716614e-05 1.6851685534691599e-10 6.9060222793408902e-08 5.1093010780234751e-07 1.3284388062546192e-14 1.2069447050898634e-10 0 1.3370107022494505e-10 0.3044754460553129 0.0026113508621808273 5.6808491969894133e-05 0.62285363018736928 0.003596802185158557 2.0616353790807041e-07 0.015554346683805988 7.9265058776880302e-05 3.8600542053474669e-10
42	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00013083977872818792 0.019613516831458247 1.947681172811737e-06 0 9.8023302916982384e-05 0 0 0 0 0 0 0 0 0.12052613859506459 0.00072432996142544599 1.1416163385714755e-05 0.81423615329949628 0.0042740994384541315 0 0.040069860378708258 0.00031367456933434356 0
43	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.8920131335406889e-05 0.0065425632682313646 7.4522912953928404e-07 9.9468530523716246e-06 3.1584850948787205e-05 0 1.4716001077015723e-07 0 0 0 0 0 0 0.039538471289264174 0.00023366580826654897 1.5400099953261585e-06 0.89115723640790889 0.0048800510392149714 0 0.05686295292269513 0.000672175029863452 0
44	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3794299869179203e-08 0 2.6698390168375873e-05 0.0019804935156115555 5.0017379980758983e-07 1.1414899794493996e-05 6.1961973513740485e-05 0 1.7975532542464051e-07 7.3156842801832859e-06 0 0 0 0 0 0.011753347643695412 8.1867005260724372e-05 8.7784426708606506e-07 0.91310404220714192 0.0044156553126891221 0 0.067457118082463893 0.0010985137177562526 0
45	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.7037558408256663e-12 0 0 0 0 0 0 0 0 0 0 0 5.7706091361625688e-11 0 9.5385653754216122e-06 0.00054647934617940762 8.9243551666257395e-07 1.085764129732421e-06 5.1051006396662865e-05 0 4.078852015359918e-07 2.7329193226924477e-05 0 0 0 0 1.4000151121827356e-11 0.003277296657000679 1.7384140774050249e-05 2.5394975669661846e-07 0.91355769615476468 0.0050058040360548327 0 0.07628484339266553 0.0012199373974841174 0
46	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.2068134527759522e-14 0 0 1.8828946324621665e-10 0 0 0 0 0 0 0 0 7.3808058947276114e-11 0 3.0373877711501939e-06 5.5945027822321325e-05 9.4750521690089588e-07 3.1612713430225909e-07 0.00010215187730727025 1.8318224794474683e-07 7.4485001702662512e-07 2.3291620526698714e-05 2.402806329827655e-06 0 0 0 2.477902309032344e-13 0.00032914030564235285 2.0735049881588212e-06 1.1624313368746305e-08 0.81684877902813346 0.0047474700414760103 0 0.17469818144004959 0.0031853234086811157 0
47	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0367039152929746e-15 0 1.345325643231342e-15 5.5193262542452964e-12 0 0 0 0 0 0 0 0 1.930331733412615e-10 0 4.6982836110857576e-07 5.4898688527137157e-06 1.8916260852249231e-06 4.9192256468984228e-06 0.00027452210760626117 5.1472885175204823e-07 3.8228859124711697e-06 7.1401133400146103e-05 3.8133861373038318e-06 1.2731567139003437e-25 0 0 1.0759165937462391e-14 3.2594900784055514e-05 1.7335181462666466e-07 2.4320190857116619e-09 0.71019233663859449 0.0049301337616874516 0 0.2773794270072904 0.007098486918428246 0
48	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3800286443892662e-15 0 0 9.0836633941494454e-16 3.2319105414590326e-12 0 2.2151557392895072e-13 4.1223193953615381e-13 0 0 0 0 0 0 0 0 2.86461349815668e-12 0 1.3871134347316918e-07 5.0460271802588111e-07 8.9665174747609139e-07 3.960313905748514e-07 0.00020173167930485192 4.8517998925787925e-07 2.4026233184728538e-06 0.00011461411046572793 6.0731746000320288e-06 1.9882590953524942e-27 0 0 3.6671809490166576e-20 3.0649215674645405e-06 1.0553679222152345e-08 1.5456425253695613e-10 0.60800404588509205 0.0037743862735466279 0 0.3763468199642962 0.011544429475583198 0
