Time	"FINISHED" "BLOCKED" "INITIALIZE" "(step 11 12)" "(step 11 21)" "(step 12 11)" "(step 12 13)" "(step 12 22)" "(step 13 12)" "(step 13 14)" "(step 13 23)" "(step 14 13)" "(step 14 15)" "(step 14 24)" "(step 15 14)" "(step 15 25)" "(step 21 11)" "(step 21 22)" "(step 21 31)" "(step 22 12)" "(step 22 21)" "(step 22 23)" "(step 22 32)" "(step 23 13)" "(step 23 22)" "(step 23 24)" "(step 23 33)" "(step 24 14)" "(step 24 23)" "(step 24 25)" "(step 24 34)" "(step 25 15)" "(step 25 24)" "(step 25 35)" "(step 31 21)" "(step 31 32)" "(step 31 41)" "(step 32 22)" "(step 32 31)" "(step 32 33)" "(step 32 42)" "(step 33 23)" "(step 33 32)" "(step 33 34)" "(step 33 43)" "(step 34 24)" "(step 34 33)" "(step 34 35)" "(step 34 44)" "(step 35 25)" "(step 35 34)" "(step 35 45)" "(step 41 31)" "(step 41 42)" "(step 41 51)" "(step 42 32)" "(step 42 41)" "(step 42 43)" "(step 42 52)" "(step 43 33)" "(step 43 42)" "(step 43 44)" "(step 43 53)" "(step 44 34)" "(step 44 43)" "(step 44 45)" "(step 44 54)" "(step 45 35)" "(step 45 44)" "(step 45 55)" "(step 51 41)" "(step 51 52)" "(step 52 42)" "(step 52 51)" "(step 52 53)" "(step 53 43)" "(step 53 52)" "(step 53 54)" "(step 54 44)" "(step 54 53)" "(step 54 55)" "(step 55 45)" "(step 55 54)"
51	0 0 1.9394513780146187e-192 2.3751669744203917e-65 4.4610311657465131e-65 1.5209789128570988e-55 8.8756217707530081e-50 1.1834710837701045e-48 1.4112686290973991e-42 1.6339962292553022e-38 1.5468336990830803e-36 3.9927969904079985e-34 9.1724242492068481e-32 6.165129936001531e-29 2.3612682987167509e-31 5.1352278746441259e-27 3.2510143161007863e-55 2.529608287531177e-48 6.692321469153065e-49 5.1350563849768759e-41 9.6446467850008708e-41 5.6283696090026224e-35 1.0571620734512014e-34 1.8915275371088654e-30 2.5221506610809889e-29 2.9209097293259699e-25 3.9063563728943948e-24 1.0023098857493445e-23 9.4881397224986418e-22 2.1802011141571108e-19 2.1137857936834303e-17 6.6291117485325175e-22 4.4551791591100004e-19 1.3868860433330368e-15 1.783638578859412e-41 1.9550595781800759e-35 7.2850343315626752e-37 5.4015043216922498e-29 1.4290209925543985e-29 8.3633226143277228e-24 2.207846414413243e-24 4.1146380194926124e-20 7.7281675660423955e-20 9.2164243773161141e-16 1.7755248479218876e-15 2.2338531849850587e-14 2.982271521839617e-13 7.1299549791727593e-11 1.5578311037521952e-09 1.0472611614734367e-12 9.9871469670676246e-11 6.415885799157185e-08 8.2603714050203666e-32 1.2764998000994622e-26 6.6940780991579139e-29 1.4291597816956082e-20 5.3257426210319031e-22 3.2759586044283485e-16 1.1603355004835532e-17 7.2632045995614461e-13 1.9197870813720393e-13 5.5526425795663637e-09 7.4134497706262457e-10 4.9665953915517173e-08 9.4448263810521024e-08 5.0583945666208908e-05 0.00049641195057828784 1.4703917520987021e-06 2.3201354002133346e-05 0.0045852103366048136 9.2012842318599648e-26 2.0061964288575901e-21 2.7590502955622792e-15 1.4477165901398457e-17 4.0373544769569685e-10 2.9111575263068313e-08 1.0582865447105516e-09 0.16448336325434962 0.00074254712454529094 0.00014976019438279971 0.7765845721468263 0.013593088311720038 0.039289544117617051
52	0 0 3.6916537324205831e-203 2.508912075282654e-67 4.776475463870477e-67 4.6850846331361867e-57 2.7467254491688353e-51 3.712399691680456e-50 1.2608543217077482e-43 1.4666565104965155e-39 1.4073172974157512e-37 7.0616864241025341e-35 1.6298122010383267e-32 1.1103640190035215e-29 1.3080740655864124e-31 2.8970378877759439e-27 1.0147957647749104e-56 8.0411086600169359e-50 2.1563572424879772e-50 4.9659012711225114e-42 9.454099963740226e-42 5.5427417766022492e-36 1.0552433036191569e-35 2.7890151154060841e-31 3.7695560040036791e-30 4.3854952270182201e-26 5.9383000038874467e-25 2.203993484547989e-24 2.1148019202289253e-22 4.8818823967960394e-20 4.7789805493018152e-18 3.872886011368933e-22 2.6383040637798361e-19 8.36123557636845e-16 1.823578578221278e-42 2.0354309826440189e-36 7.6883398754737425e-38 8.2002373230542869e-30 2.1990308190011769e-30 1.291768265322455e-24 3.4590754644120359e-25 9.699255352478906e-21 1.8465579681425477e-20 2.1896517574812461e-16 4.242247897624264e-16 7.0160782275916744e-15 9.4911231863627976e-14 2.256118344994435e-11 4.9568414005287341e-10 7.7704549775913686e-13 7.5006801906303388e-11 5.0027651049967408e-08 1.3602095859638574e-32 2.1395369949808444e-27 1.1378374014402983e-29 3.509787521641287e-21 1.325756211081517e-22 8.05480789280754e-17 2.9397293929182316e-18 2.3564369220477331e-13 6.3148247008297688e-14 1.4468950944144169e-09 2.2244536096789691e-10 2.1951327297498807e-08 4.2176913743872199e-08 2.316158668395383e-05 0.00027254929677445367 1.4649554022553692e-06 2.2588473817193473e-05 0.0061421387861784705 1.9711836187810223e-26 4.3718131946159466e-22 9.6649993866986459e-16 5.1412870004839237e-18 1.69073070137756e-11 1.4706691906995847e-08 5.4639240407674047e-10 0.084292024280411215 0.0003888973645428039 8.3890675705968254e-05 0.85287529934051609 0.014715287521139967 0.041182566029170933
53	0 0 6.4085286093656142e-214 6.8941022887847934e-69 1.3540455468276537e-68 4.0203275221479194e-58 2.3298596401194531e-52 3.2486472195486244e-51 1.6435512824393231e-44 1.8898061383742468e-40 1.8707320056373802e-38 1.3647838130337239e-35 3.1136049310115224e-33 2.1883408425045988e-30 6.6779643643303401e-32 1.508233745258143e-27 8.9041790700004619e-58 7.1950696366068644e-51 1.9905510557093943e-51 6.631641509789901e-43 1.3024965798698518e-42 7.5483017281666895e-37 1.482547874276168e-36 5.7712696215994342e-32 8.0471875516120407e-31 9.2537877816477726e-27 1.2918504489045115e-25 6.049091449856751e-25 5.9880047483814995e-23 1.3662962112206128e-20 1.3721753329357462e-18 2.496569993571884e-22 1.7545429130910839e-19 5.6537008028450046e-16 2.5602794042866754e-43 2.9141999254506003e-37 1.1356191800133501e-38 1.7843267071508983e-30 4.9364270418371987e-31 2.8643881078832781e-25 7.9171152717854459e-26 2.8210771173053877e-21 5.5407983632943394e-21 6.4620395193798799e-17 1.2859612025613393e-16 2.7832197028180016e-15 3.8832611426098277e-14 9.0489316455804459e-12 1.8342210406744001e-10 6.8984691711835229e-13 6.8596609335212308e-11 4.3220784726024309e-08 3.1673267898008015e-33 5.0797438026814529e-28 2.7874321510928688e-30 1.0746983197111709e-21 4.1879752034522434e-23 2.492844601386827e-17 9.4672352694436103e-19 1.0028361201376524e-13 2.7730539797466112e-14 4.9387268326426441e-10 9.5643418890561454e-11 1.0824483075299593e-08 2.1425273771434111e-08 1.0653859211003352e-05 0.00014452359170392154 1.4453655629164752e-06 2.2709451673408641e-05 0.0076090847680175006 6.7165770682048748e-27 1.5182239782668316e-22 4.7597998114768168e-16 2.6123085554813217e-18 2.0798613524076089e-12 7.8001998509416942e-09 2.9945743675073544e-10 0.041779307124397862 0.00021749163652620929 4.9959922351982226e-05 0.89225492499519476 0.015111821310390195 0.04279799355124677
54	0 0 3.6510776967356793e-226 2.5997321523664478e-71 3.87206277369637e-71 1.2633469923951067e-60 2.4736293169724697e-54 2.6155656617969712e-53 1.4718503046992289e-46 5.7179620355071206e-42 4.2923215553325862e-40 2.9797696807069793e-37 2.2968147489301609e-34 1.2241176462664998e-31 6.2945388511622575e-33 3.642366238226653e-28 2.8972310761218953e-60 5.9982713675922401e-53 1.2584115040349459e-53 6.2078499472393867e-45 9.2460235421232381e-45 1.8103797959786263e-38 2.6964111462662541e-38 1.3345696539570498e-33 1.4111469192725472e-32 5.4825162313839908e-28 5.802311335594865e-27 3.508851991559279e-26 2.6339933731815101e-24 2.0304974085890452e-21 1.5402905370979345e-19 5.9570688209351977e-23 3.1747373541514126e-20 2.6130716318912051e-16 1.886660377142196e-45 5.5020514930037388e-39 1.6259197065240961e-40 3.2403944992568353e-32 6.7982083756087787e-33 1.3323312981014978e-26 2.7932848880007194e-27 1.3164898182946633e-22 1.9607970423406614e-22 7.6938063461656714e-18 1.1571865769891837e-17 2.8053847343760186e-16 2.9679229011197283e-15 2.3273893146035068e-12 3.2964744037177103e-11 2.5498384795893905e-13 1.9221111406032952e-11 2.9912195041352886e-08 4.5771360067798044e-35 1.8806557241432978e-29 7.8264568445320775e-32 3.9756143422382558e-23 1.1748464981809094e-24 2.3442382663988051e-18 6.8027890624590504e-20 7.9625880348031968e-15 1.6698555621224098e-15 8.8526856078562032e-11 1.4569260833926681e-11 1.7927840385064893e-09 2.6888530402098861e-09 4.000372085289045e-06 4.2581059117684765e-05 7.7418452532860423e-07 9.2049766646044004e-06 0.009291991997656129 2.1761362161172544e-28 1.2599396875797229e-23 3.0575213521067932e-17 1.2725370790237425e-19 2.7007044882304451e-13 9.9910195340401241e-10 2.91346651759557e-11 0.011430736493534892 5.5894824353706781e-05 1.0042342178011277e-05 0.94303385319792332 0.011467283863027082 0.024653601108717907
55	0 0 6.5777626156883513e-238 2.5025814296947121e-73 3.9416355487685411e-73 4.2917982300176463e-62 5.6936054993688583e-56 6.3663841149911404e-55 1.0177654404648422e-47 2.6789304644514228e-43 2.1266051248813612e-41 4.2544711962428534e-38 2.2219024064075705e-35 1.2522628142431012e-32 3.0430479796158097e-33 1.261651513636826e-28 7.5183273274873309e-62 1.1152565507538226e-54 2.4742627066986018e-55 3.3351727662459136e-46 5.2529901245594081e-46 6.9688049018157262e-40 1.0976107218869116e-39 1.5311345669711583e-34 1.7120592911816568e-33 4.5068258641267759e-29 5.043626266032052e-28 7.1661808775452585e-27 5.6886737202642338e-25 2.9713756644556753e-22 2.3863253116610778e-20 3.6721179272353548e-23 2.0694800308715733e-20 1.2234477129899108e-16 8.218763077476966e-47 1.7173146347206887e-40 5.3665708970308321e-42 3.0068216439647665e-33 6.6708123512754317e-34 8.8604583921334303e-28 1.963852663574278e-28 2.2162058567334849e-23 3.4905893165816634e-23 9.3274206319314857e-19 1.4801796673604235e-18 8.2298654374399649e-17 9.204514950357864e-16 4.9390827266410493e-13 7.4843580286164747e-12 1.9826173072160536e-13 1.5772853525175449e-11 1.8988474406756448e-08 3.53442297682158e-36 1.0405878659562971e-30 4.5790452790949064e-33 5.430222508535476e-24 1.6969534652439536e-25 2.3182269523661947e-19 7.0412018716897284e-21 1.8735409454811128e-15 4.1554308432602715e-16 1.6605219161460144e-11 2.6333963016333856e-12 7.4381697487082571e-10 1.1740937713913083e-09 1.4173380829060155e-06 1.4508606020833384e-05 7.402211534791155e-07 8.816693457024254e-06 0.01028239155588607 2.539869653468269e-29 1.054088948486639e-24 5.8663903074294186e-18 2.5820647704867389e-20 3.8090655324970253e-14 3.2438976057585556e-10 1.0050628071852436e-11 0.0036374905822443644 2.9489350724259637e-05 5.8910515544403585e-06 0.94980584206826135 0.012433863236132624 0.023779528012428115
56	0 0 7.0170028419617602e-249 4.5733550164158041e-74 6.6251183432204265e-74 1.8627999393003749e-62 1.5902394858795071e-56 1.6354544653620495e-55 7.5177759060784302e-48 1.2733603965762481e-43 9.2970601590128852e-42 4.4873339494597678e-38 1.5080508863837715e-35 7.8170277819216926e-33 7.7711788483790499e-33 1.9068813910490837e-28 3.2925306135506633e-62 2.8906936160267936e-55 5.8985272603511587e-56 2.1782429740141906e-46 3.1554772002374417e-46 2.6937838665531851e-40 3.9023145072925077e-40 1.338534328562662e-34 1.3765925906825012e-33 2.3317713398993675e-29 2.3991161787645695e-28 8.7104826485797731e-27 6.35968765343938e-25 2.1374537673405545e-22 1.5702385691285234e-20 9.4887949515021268e-23 4.9184173733831829e-20 1.7125795137407145e-16 4.7685657017511994e-47 5.8971893116741951e-41 1.6949903807045431e-42 2.4427688566445757e-33 4.9845265151430254e-34 4.2572205249961764e-28 8.6837520659420982e-29 2.1585353020499208e-23 3.1269302685262305e-23 5.3345562850864106e-19 7.760277322819071e-19 1.0545032595950213e-16 1.0846766156628707e-15 3.6957145484601161e-13 4.5455332513191259e-12 4.6479914478730994e-13 3.3999567702632979e-11 2.1641277280968254e-08 2.2302462678740921e-36 3.8854805185071271e-31 1.5728890366315125e-33 4.7162551519853499e-24 1.355566361837333e-25 1.1709674844652648e-19 3.3273468027539852e-21 2.1398127918169575e-15 4.3656600627609704e-16 9.1632896567205739e-12 1.5660562878126145e-12 9.8577073481405607e-10 1.4305722202637417e-09 8.6062413546677959e-07 6.3606066939084269e-06 1.4506244654446538e-06 1.5779137972745509e-05 0.011184195618661132 1.6611682496115464e-29 4.0777970653414778e-25 5.2325781153419469e-18 2.1183628988454855e-20 1.8912141494772983e-14 3.9315852554990219e-10 1.1246787525988167e-11 0.0014211131873828058 3.5877489862344674e-05 6.80788034978372e-06 0.94134982871211115 0.016966893063334727 0.029010808542873013
57	0 0 7.7511017345739478e-260 2.0525602181967154e-74 2.9945665629354293e-74 1.265024547373102e-62 1.064108937447711e-56 1.1021516236734204e-55 6.7575525143426493e-48 1.1278262694125868e-43 8.2930683073149035e-42 5.5666952750804413e-38 1.8433842072846508e-35 9.6230640757162751e-33 2.0343756856008645e-32 4.9537194514508592e-28 2.0391182686749987e-62 1.776580160871917e-55 3.6509482870295363e-56 1.8126629241455585e-46 2.6445702953694765e-46 2.224553803316669e-40 3.2454974663837639e-40 1.3354778065599827e-34 1.3832221256990239e-33 2.3086310382133455e-29 2.3916694768545328e-28 1.1309425526619421e-26 8.3159791099395009e-25 2.7539139626568558e-22 2.031407992139159e-20 2.2370861570137949e-22 1.1678213814653224e-19 4.0232313910498161e-16 3.6865078827028694e-47 4.5241959471646651e-41 1.3096163614359178e-42 2.2400116578540125e-33 4.6033198726258341e-34 3.8731935857906928e-28 7.9579607995875074e-29 2.5416980010698052e-23 3.7081920550826107e-23 6.2110181110013579e-19 9.0761812436587726e-19 1.4338224097425031e-16 1.4853101027750129e-15 4.9561762538848823e-13 5.5836919682334464e-12 9.1575786177461259e-13 6.7475860838225177e-11 3.8394550005207614e-08 1.8441870552999027e-36 3.1881463929160489e-31 1.2998690310720891e-33 5.0807245708740593e-24 1.4707153607755417e-25 1.2442105281306923e-19 3.5817069649535867e-21 2.6563365090633696e-15 5.4580721351209178e-16 1.0097253636754756e-11 1.9066647554752226e-12 1.3458935380145823e-09 1.9662699328268322e-09 8.8143755065053368e-07 3.4600622921834895e-06 1.993970254473293e-06 2.2197724603478555e-05 0.012502602910199835 1.4103752286557011e-29 3.4349127889384352e-25 6.0149172258043348e-18 2.4524389228376155e-20 2.1048453240550445e-14 4.6341378345634461e-10 1.334760596661511e-11 0.00056197658797376923 4.0636720523790563e-05 7.7068015176809924e-06 0.93742235039441191 0.01816850190754497 0.031267649213152338
58	0 0 5.8671549352369197e-271 2.2051945499379906e-74 1.3151903082699653e-74 1.1421512856077551e-62 2.3056857552604098e-56 9.76245387711611e-56 1.1302661482957542e-47 4.5271287096846187e-43 1.3608161047106677e-41 1.8768931503697634e-37 1.4915825995224059e-34 3.1830835613667881e-32 1.9294825736694024e-31 4.6093007080513991e-27 1.8303818517278902e-62 1.5645053883326667e-55 1.3143213538983266e-56 2.8825135552294165e-46 1.7191471343852475e-46 3.4704844784016524e-40 2.0698175260238351e-40 4.0965281949867263e-34 1.7345020821835578e-33 6.9474460452629927e-29 2.9421257890461693e-28 6.1883818162002183e-26 1.860173939920362e-24 1.4783555414428715e-21 4.4572018310904801e-20 2.746823632870698e-21 5.8617724185497807e-19 1.9828495822508674e-15 2.3319127564634124e-47 2.8075747877468129e-41 3.3222921185477187e-43 2.7861012500241315e-33 2.3405687219145877e-34 4.7258943300234918e-28 3.9695390764168348e-29 5.3688055491045071e-23 3.2019869620949704e-23 1.2866633610786718e-18 7.6851564362252227e-19 5.0627316175493879e-16 2.143924834576064e-15 1.7164064062827678e-12 7.8280073297355455e-12 4.9679903139870085e-12 1.4977834741670656e-10 8.724195419989918e-08 8.6826416343922536e-37 1.47255652956311e-31 2.4543871991321685e-34 4.266243610683413e-24 5.0483836526122883e-26 1.024089340089793e-19 1.2061379785757434e-21 3.6855860045292188e-15 3.0957856180658614e-16 1.3511831514886606e-11 1.0592986624227602e-12 2.6422776339074681e-09 1.5783427727666363e-09 1.6260971879613731e-06 1.6293468016851849e-06 5.3480602811628496e-06 2.4870172394616927e-05 0.013943683774305495 4.4872620791975987e-30 1.0720890943024688e-25 3.0391181248562406e-18 5.0654766324057973e-21 1.0420614427316217e-14 3.4606787385427944e-10 4.0739026422195619e-12 0.00014389958195308266 4.376527126479944e-05 3.3718611207720077e-06 0.9358444657368431 0.029213683275516693 0.020773564830733494
59	0 0 1.6061054836932371e-280 2.6825041397084624e-73 4.2789664583722758e-73 6.2875799477295034e-61 1.9436401371898801e-55 2.2010582035819723e-54 4.6881719683033804e-46 2.8754214784590121e-42 2.3117168889581948e-40 5.43413223245561e-36 6.6129284396966246e-34 3.7744038996626696e-31 4.9053542463545513e-30 4.7992645571357372e-26 4.0979199547356029e-61 1.4345361007012589e-54 3.2232409522090422e-55 4.8629185809274868e-45 7.7570301531309247e-45 2.3978860296878842e-39 3.8249585066522641e-39 4.5870546403225105e-33 5.1945697357049746e-32 3.1860990626527646e-28 3.6083850416458993e-27 4.525817776569183e-25 3.6385651884519939e-23 4.4281350073271422e-21 3.5665648537243886e-19 1.2073696388941735e-20 6.8911997521264267e-18 9.5424250345040235e-15 4.2866361358235728e-46 2.1137250474927053e-40 6.6897758246467217e-42 3.3932809185853565e-32 7.6243198439360341e-33 2.3575208759086985e-27 5.2957198046382803e-28 4.1848048005391465e-22 6.6753405868668305e-22 4.1137287359200217e-18 6.5494355177415284e-18 2.1673300275356321e-15 2.4546034964298125e-14 3.0263421724890527e-12 3.5869987480257277e-11 1.1299798448861063e-11 9.1065108907593188e-10 2.1108466895413375e-07 1.1280793847572703e-35 7.8357218931641577e-31 3.4930135230563773e-33 3.5797724015758604e-23 1.1329704778261983e-24 3.5270508915750745e-19 1.1085395887815821e-20 1.692132826828704e-14 3.8009680808170677e-15 2.6845995178471608e-11 5.3002122972132925e-12 6.5638341590026228e-09 1.0444492389600474e-08 1.9141342266285949e-06 3.0553746984228786e-06 7.6815979827036658e-06 9.2095437295152283e-05 0.015835375834793559 3.6716002367914045e-29 3.592948754026379e-25 1.4379575147504138e-17 6.4100897223198514e-20 2.0427479413945256e-14 9.2193549445619535e-10 2.8916807977784411e-11 9.1615712918534763e-05 7.2732053085753574e-05 1.3968330572507524e-05 0.90741118409733901 0.031533291027761957 0.044936856362407206
60	0 0 7.3182504566874787e-290 1.3788195684373637e-71 2.4884348733596132e-71 1.8668122155828728e-59 4.4886770488833758e-54 5.7511459412565712e-53 7.7286402304491718e-45 3.6871130470058086e-41 3.3538227111284593e-39 5.1565893637426786e-35 4.8810307987458366e-33 3.152022311083489e-30 2.467354699604867e-29 2.1244788177294449e-25 2.8660747181937479e-59 8.829604694987478e-53 2.2446204503080493e-53 1.3591000143813614e-43 2.4528458614866737e-43 5.8977756091305074e-38 1.0644058223684153e-37 4.8736723041976594e-32 6.2444236102136844e-31 2.9790807377798977e-27 3.8175620718711169e-26 2.2215959365748723e-24 2.0207818248283005e-22 1.9128739437327455e-20 1.7460467343183959e-18 2.77156229905495e-20 1.7898582670197731e-17 2.1927475725979908e-14 2.3190869617242502e-44 1.0063611077692019e-38 3.6036124585478228e-40 9.6553716250401756e-31 2.454543015685857e-31 5.9022798969273694e-26 1.5003655660581941e-26 3.8540882631669294e-21 6.9557011285980821e-21 3.3254647617913825e-17 6.0092521146685915e-17 6.6252842957910723e-15 8.4927418171911656e-14 8.1049326534972475e-12 1.1361135144967189e-10 1.6345736588943954e-11 1.5023559801015104e-09 3.3827801031624247e-07 4.2046623483517359e-34 2.5701389602623908e-29 1.2963367143788054e-31 6.3998256694696883e-22 2.2916695072258202e-23 5.5212273439573811e-18 1.9732467905432557e-19 1.2911190761186701e-13 3.2816177393546518e-14 1.6453116315607141e-10 4.0197615647834524e-11 1.7964200911516195e-08 3.2542029151831636e-08 3.8140635232746559e-06 7.7061757532641358e-06 8.3764858844451686e-06 0.00013242556067393242 0.017862192633748868 7.7003767179707759e-28 6.630410653315051e-24 1.4918721702030485e-16 7.5245356824627669e-19 1.8246866934553454e-13 4.9075406774337081e-09 1.7473389890157609e-10 6.6878896121972639e-05 0.00017162131996164282 3.9186608546662844e-05 0.88232513720697281 0.031988392666921564 0.067393872669770857
61	0 0 2.5899904583098798e-300 5.68776608303644e-71 8.808109286795927e-71 2.9410617304532091e-59 1.6943039569631591e-53 1.8627281606589782e-52 7.4320075204877011e-45 8.4949135352513391e-41 6.6303262500370281e-39 3.5465082034543063e-35 8.0430252710313204e-33 4.4568133375826938e-30 1.2283468671113838e-29 2.1744564304248764e-25 5.4971481165975782e-59 3.481631303146695e-52 7.5946289263934793e-53 2.2776869333872231e-43 3.5272398930657505e-43 2.0319945100972099e-37 3.146761134149543e-37 6.0891796334946375e-32 6.6944815325630902e-31 7.65202956782484e-27 8.414264222248087e-26 1.4721178620228044e-24 1.1489999321792077e-22 2.6059335705033033e-20 2.045357257861527e-18 1.3458548460577294e-20 7.458184631547927e-18 1.8895124534063996e-14 5.8002335821303731e-44 5.174566784781044e-38 1.5899382107214304e-39 1.2536261687162038e-30 2.7345875074801844e-31 1.575621371796915e-25 3.4365392758807345e-26 3.7020008077971408e-21 5.7329543091719146e-21 6.5748131061880007e-17 1.0209267263244135e-16 4.9702444002010973e-15 5.4678233934766147e-14 1.2503087219119607e-11 1.5340149789632866e-10 7.9474950093439038e-12 6.3012781240828149e-10 3.2409251452490298e-07 8.7736354708134811e-34 1.1025554526329097e-28 4.7717756460478176e-31 8.8296173585260975e-22 2.7129837017793139e-23 1.5685628531072687e-17 4.8028280933384886e-19 1.0517410034087671e-13 2.2932663445879058e-14 2.8694798178303628e-10 5.8495186715763628e-11 1.2716330912923209e-08 1.9841807939354252e-08 5.6225868925223089e-06 1.0600783134327235e-05 5.0403086120523265e-06 7.4157007992830818e-05 0.02074819892261251 1.2385084960268013e-27 2.1924719586791419e-23 1.9119581664614558e-16 8.2743686243964056e-19 4.8268855492682466e-13 4.5433411134733909e-09 1.3811034374335581e-10 3.4116266327338062e-05 0.00014012283953783198 2.6200589018856222e-05 0.8982146647979381 0.0249215657478121 0.05581934766790507
62	0 0 9.3984707529601963e-311 1.0326794989662735e-70 1.6101821989253812e-70 4.9437738492989916e-59 2.802662393290538e-53 3.1023975065050037e-52 9.4515241261266319e-45 1.0631136148862572e-40 8.3545769231600537e-39 2.3740475746996528e-35 5.2982557213118973e-33 2.9561099364420125e-30 5.9774952798193694e-30 1.048533322066601e-25 8.6332143482912293e-59 5.4176553204089165e-52 1.1898813195592614e-52 2.8054220376798612e-43 4.3742909877478568e-43 2.4798239507348382e-37 3.8666143593223974e-37 5.7884998984720746e-32 6.4075601430587431e-31 7.2075771050009299e-27 7.9818544527194795e-26 1.1054012633691211e-24 8.6869109615555205e-23 1.9389040049941848e-20 1.537046212574661e-18 6.5052072111070754e-21 3.6295975332597786e-18 9.2234074379552688e-15 6.6356372770753674e-44 5.8655123918428723e-38 1.814593877323745e-39 1.1106361486779247e-30 2.4392935957175174e-31 1.3835648276226715e-25 3.0375067082307008e-26 2.7896865833323257e-21 4.3497646521034021e-21 4.9360630161096379e-17 7.7338928927587121e-17 3.4108491565375474e-15 3.7778709144127604e-14 8.596134359427149e-12 1.1641308106531174e-10 4.7482088356146924e-12 3.772530477371002e-10 2.306858617826023e-07 1.0637244799669957e-33 1.324553347312411e-28 5.7715397321217078e-31 6.2922686316964013e-22 1.9466137548335964e-23 1.1197115809020179e-17 3.4155582783700409e-19 6.9027389692557378e-14 1.5152355911295462e-14 2.1370325278529742e-10 3.9365385407339729e-11 8.9599922461851841e-09 1.404408390631001e-08 4.8384160390292383e-06 9.9597964958003441e-06 3.8745519987866326e-06 5.3317408041509291e-05 0.022830982231854549 1.3931064449301121e-27 2.4439692865489127e-23 1.5335241960338177e-16 6.6818251455898673e-19 3.9479249869444192e-13 3.0707712493855166e-09 9.3595556243412525e-11 1.7606751808750072e-05 0.00011555452704368881 2.1604192135636687e-05 0.90361344221576012 0.022794305659636166 0.05053425663427219
63	0 0 8.7943684959741885e-322 5.3727787008726877e-71 6.668171094819064e-71 1.4702962248137975e-59 1.4979078052382753e-53 1.3198058794102907e-52 2.9047889207515582e-45 5.8716541549890223e-41 3.6728557691699436e-39 7.7273364277545117e-36 3.099141204674568e-33 1.3763352635871798e-30 1.6789218605299192e-30 4.212691596290398e-26 2.5542410255159276e-59 2.2928048555081658e-52 4.0082765935361079e-53 8.2616314212448406e-44 1.0253534512893173e-43 1.0446123740399487e-37 1.2964736375397777e-37 1.8910031320540165e-32 1.6661620123109708e-31 3.3681124161837527e-27 2.9692594902525539e-26 4.4061954618763247e-25 2.7561804632051236e-23 1.1055302519534218e-20 6.9816819956050833e-19 3.0275618624470519e-21 1.3445654409600354e-18 4.8625442733430698e-15 1.5252185358929042e-44 1.9285113903334306e-38 4.7489060220936028e-40 2.8839373919021134e-31 5.0416931878711294e-32 5.1394557162487573e-26 8.9805812635813581e-27 8.6214305607727851e-22 1.0700107192882996e-21 2.1844549289010733e-17 2.7263150729390048e-17 1.4796037146803537e-15 1.3044435944203794e-14 5.3321728177297019e-12 5.8466148050063302e-11 3.0338572408277631e-12 1.9140289512676329e-10 1.623945716355155e-07 2.0962059464510268e-34 3.7339179788676051e-29 1.2949746676293626e-31 1.5333649636191544e-22 3.7758626513790267e-24 3.9075296374847752e-18 9.4771760090241227e-20 2.3909961424966419e-14 4.1778367236789237e-15 1.0720077355862406e-10 1.5494405404183443e-11 4.6672930214535757e-09 5.8201784418400543e-09 3.7287288314001494e-06 6.4997916344891293e-06 3.1342403593054362e-06 3.2882309563531291e-05 0.024983221316169025 3.2967638663475093e-28 8.2739495597849643e-24 4.0827878151994194e-17 1.415956118425516e-19 1.5160620972221119e-13 1.3298116133911139e-09 3.2348584607041343e-11 7.0895563037432353e-06 7.2636415283738442e-05 1.094879819099085e-05 0.91753736271788433 0.02106210088263211 0.036280220617814898
